Case_ID,Work_Order_ID,Account_ID,Site_Name,Case_Type,Priority,Status,Engineer_Assigned,Open_Date,Close_Date,Resolution_Time_Hours,SLA_Status,Curtailed_kWh,Revenue_Leakage_EUR,Resolution_Code,County
CASE-00706,WO-00706,ACC-016,Wicklow Solar Park,Panel Soiling,Medium,In Progress,Aoife Kelly,2025-03-26 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00707,WO-00707,ACC-015,Wicklow Solar Park,Meter Reading Issue,Medium,In Progress,Niamh Walsh,2025-01-30 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00708,WO-00708,ACC-014,Kildare Solar Park,Sensor Dropout,Low,Closed,Declan Ryan,2024-12-13 00:00:00,2024-12-18 06:01:49,126.03,Breached,572.32,48.65,,South
CASE-00709,WO-00709,ACC-019,South Dublin Wind Site,Panel Soiling,Medium,Closed,Ciarán Murphy,2024-07-10 00:00:00,2024-07-11 22:41:04,46.68,Breached,0.0,0.0,Pending Investigation,Wicklow
CASE-00710,WO-00710,ACC-009,Meath Wind Farm,Maintenance Request,High,Closed,Ciarán Murphy,2025-05-23 00:00:00,2025-05-23 10:15:36,10.26,Breached,0.0,0.0,,Wicklow
CASE-00711,WO-00711,ACC-011,Meath Wind Farm,Safety Inspection,High,Closed,Aoife Kelly,2025-05-24 00:00:00,2025-05-24 14:42:28,14.71,Breached,0.0,0.0,,Kildare
CASE-00712,WO-00712,ACC-008,Kildare Solar Park,Inverter Failure,Low,Open,Ciarán Murphy,2025-01-11 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00713,WO-00713,ACC-003,Meath Wind Farm,Panel Soiling,Low,Closed,Niamh Walsh,2025-06-15 00:00:00,2025-06-16 23:13:42,47.23,Within SLA,0.0,0.0,Grid Reconnected,Wicklow
CASE-00714,WO-00714,ACC-009,Wicklow Solar Park,Sensor Dropout,Medium,Open,Sinéad Byrne,2024-09-30 00:00:00,,,Breached,82.63,7.02,,Fingal
CASE-00715,WO-00715,ACC-015,Meath Wind Farm,Sensor Dropout,Low,Closed,Ciarán Murphy,2024-03-25 00:00:00,2024-03-27 07:34:12,55.57,Within SLA,0.0,0.0,Scheduled Maintenance Done,Fingal
CASE-00716,WO-00716,ACC-008,Wicklow Solar Park,Turbine Fault,Critical,Open,Sinéad Byrne,2025-03-10 00:00:00,,,Breached,58.34,4.96,,Kildare
CASE-00717,WO-00717,ACC-015,Fingal Wind Farm,Inverter Failure,Medium,In Progress,Niamh Walsh,2024-03-21 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00718,WO-00718,ACC-019,Fingal Wind Farm,Turbine Fault,Medium,Closed,Seán O'Brien,2025-03-16 00:00:00,2025-03-17 04:20:58,28.35,Breached,457.08,38.85,Firmware Updated,Fingal
CASE-00719,WO-00719,ACC-020,Wicklow Solar Park,Grid Curtailment Complaint,Low,Closed,Niamh Walsh,2024-07-03 00:00:00,2024-07-06 03:12:30,75.21,Breached,0.0,0.0,Scheduled Maintenance Done,Kildare
CASE-00720,WO-00720,ACC-013,South Dublin Wind Site,Turbine Fault,High,Closed,Seán O'Brien,2024-10-27 00:00:00,2024-10-27 12:05:24,12.09,Breached,0.0,0.0,,Meath
CASE-00721,WO-00721,ACC-011,Meath Wind Farm,Meter Reading Issue,Low,Open,Sinéad Byrne,2024-11-24 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00722,WO-00722,ACC-001,Kildare Solar Park,Safety Inspection,Low,In Progress,Ciarán Murphy,2024-04-15 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00723,WO-00723,ACC-016,South Dublin Wind Site,Sensor Dropout,High,In Progress,Aoife Kelly,2024-03-22 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00724,WO-00724,ACC-011,Wicklow Solar Park,Turbine Fault,Low,Open,Sinéad Byrne,2024-12-01 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00725,WO-00725,ACC-006,Meath Wind Farm,Inverter Failure,Medium,Closed,Niamh Walsh,2024-10-29 00:00:00,2024-10-30 20:00:16,44.0,Breached,200.48,17.04,Grid Reconnected,Kildare
CASE-00726,WO-00726,ACC-016,South Dublin Wind Site,Inverter Failure,High,Closed,Declan Ryan,2024-11-09 00:00:00,2024-11-09 14:50:22,14.84,Breached,356.71,30.32,Firmware Updated,South
CASE-00727,WO-00727,ACC-007,Meath Wind Farm,Panel Soiling,Low,Closed,Niamh Walsh,2025-04-01 00:00:00,2025-04-02 23:03:39,47.06,Within SLA,717.21,60.96,Grid Reconnected,Wicklow
CASE-00728,WO-00728,ACC-012,Wicklow Solar Park,Meter Reading Issue,Medium,Open,Seán O'Brien,2025-03-12 00:00:00,,,Breached,119.08,10.12,,Wicklow
CASE-00729,WO-00729,ACC-009,Wicklow Solar Park,Turbine Fault,Low,Closed,Niamh Walsh,2024-06-19 00:00:00,2024-06-26 06:23:16,174.39,Breached,0.0,0.0,Meter Recalibrated,Fingal
CASE-00730,WO-00730,ACC-011,Meath Wind Farm,Sensor Dropout,Low,Open,Declan Ryan,2025-03-30 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00731,WO-00731,ACC-009,Meath Wind Farm,Maintenance Request,High,In Progress,Niamh Walsh,2024-12-25 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00732,WO-00732,ACC-020,Wicklow Solar Park,Grid Curtailment Complaint,Low,Open,Sinéad Byrne,2025-04-02 00:00:00,,,Breached,512.27,43.54,,South
CASE-00733,WO-00733,ACC-009,Meath Wind Farm,Meter Reading Issue,Medium,In Progress,Seán O'Brien,2024-02-13 00:00:00,,,Breached,746.31,63.44,,Fingal
CASE-00734,WO-00734,ACC-018,Kildare Solar Park,Panel Soiling,Medium,In Progress,Niamh Walsh,2024-12-27 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00735,WO-00735,ACC-001,Fingal Wind Farm,Panel Soiling,Medium,Closed,Aoife Kelly,2025-03-21 00:00:00,2025-03-21 07:28:45,7.48,Within SLA,531.68,45.19,Sensor Replaced,Fingal
CASE-00736,WO-00736,ACC-017,Fingal Wind Farm,Turbine Fault,Medium,Closed,Ciarán Murphy,2024-10-08 00:00:00,2024-10-08 12:00:34,12.01,Within SLA,213.15,18.12,Grid Reconnected,Kildare
CASE-00737,WO-00737,ACC-007,Wicklow Solar Park,Inverter Failure,High,Closed,Declan Ryan,2024-02-28 00:00:00,2024-02-28 04:57:28,4.96,Within SLA,0.0,0.0,Sensor Replaced,Meath
CASE-00738,WO-00738,ACC-003,Kildare Solar Park,Panel Soiling,High,Closed,Aoife Kelly,2024-03-17 00:00:00,2024-03-17 18:41:42,18.7,Breached,0.0,0.0,Meter Recalibrated,Kildare
CASE-00739,WO-00739,ACC-008,Meath Wind Farm,Turbine Fault,High,Closed,Aoife Kelly,2025-02-19 00:00:00,2025-02-19 10:03:45,10.06,Breached,560.04,47.6,,South
CASE-00740,WO-00740,ACC-014,Kildare Solar Park,Panel Soiling,High,Closed,Aoife Kelly,2025-01-07 00:00:00,2025-01-07 03:31:40,3.53,Within SLA,723.69,61.51,Pending Investigation,Wicklow
CASE-00741,WO-00741,ACC-016,South Dublin Wind Site,Maintenance Request,Critical,Closed,Declan Ryan,2025-06-09 00:00:00,2025-06-09 03:09:05,3.15,Within SLA,459.71,39.08,Panel Cleaned,Meath
CASE-00742,WO-00742,ACC-018,Fingal Wind Farm,Safety Inspection,Medium,In Progress,Sinéad Byrne,2024-06-12 00:00:00,,,Breached,412.31,35.05,,South
CASE-00743,WO-00743,ACC-008,Kildare Solar Park,Maintenance Request,High,Escalated,Niamh Walsh,2024-02-01 00:00:00,,,Breached,751.93,63.91,,Fingal
CASE-00744,WO-00744,ACC-016,Meath Wind Farm,Grid Curtailment Complaint,Medium,Closed,Aoife Kelly,2024-05-26 00:00:00,2024-05-26 11:25:33,11.43,Within SLA,392.54,33.37,Firmware Updated,Kildare
CASE-00745,WO-00745,ACC-016,South Dublin Wind Site,Maintenance Request,High,Open,Seán O'Brien,2025-03-24 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00746,WO-00746,ACC-015,Wicklow Solar Park,Meter Reading Issue,Medium,Closed,Ciarán Murphy,2024-02-05 00:00:00,2024-02-05 09:11:36,9.19,Within SLA,348.85,29.65,Sensor Replaced,Kildare
CASE-00747,WO-00747,ACC-001,Kildare Solar Park,Grid Curtailment Complaint,High,In Progress,Niamh Walsh,2024-05-09 00:00:00,,,Breached,675.24,57.4,,Meath
CASE-00748,WO-00748,ACC-003,Wicklow Solar Park,Turbine Fault,High,In Progress,Ciarán Murphy,2024-03-09 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00749,WO-00749,ACC-010,Meath Wind Farm,Turbine Fault,Low,Closed,Aoife Kelly,2024-08-29 00:00:00,2024-09-01 10:28:38,82.48,Breached,624.75,53.1,Meter Recalibrated,Kildare
CASE-00750,WO-00750,ACC-008,Fingal Wind Farm,Turbine Fault,Low,In Progress,Seán O'Brien,2025-01-10 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00751,WO-00751,ACC-013,Fingal Wind Farm,Panel Soiling,Medium,Closed,Sinéad Byrne,2025-01-05 00:00:00,2025-01-07 11:10:43,59.18,Breached,0.0,0.0,Meter Recalibrated,Wicklow
CASE-00752,WO-00752,ACC-008,Kildare Solar Park,Maintenance Request,Critical,Closed,Seán O'Brien,2025-01-27 00:00:00,2025-01-27 06:36:10,6.6,Breached,0.0,0.0,Panel Cleaned,Fingal
CASE-00753,WO-00753,ACC-010,South Dublin Wind Site,Turbine Fault,Low,Closed,Ciarán Murphy,2024-02-03 00:00:00,2024-02-07 08:07:38,104.13,Breached,0.0,0.0,Inverter Repaired,Fingal
CASE-00754,WO-00754,ACC-019,Meath Wind Farm,Inverter Failure,Low,Open,Aoife Kelly,2024-06-06 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00755,WO-00755,ACC-012,Meath Wind Farm,Safety Inspection,Low,Closed,Seán O'Brien,2025-04-05 00:00:00,2025-04-10 14:19:06,134.32,Breached,628.31,53.41,Pending Investigation,Kildare
CASE-00756,WO-00756,ACC-016,Meath Wind Farm,Sensor Dropout,Low,Open,Declan Ryan,2025-01-14 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00757,WO-00757,ACC-018,Wicklow Solar Park,Panel Soiling,Low,Closed,Niamh Walsh,2025-01-15 00:00:00,2025-01-19 20:14:22,116.24,Breached,432.1,36.73,Panel Cleaned,Meath
CASE-00758,WO-00758,ACC-017,Fingal Wind Farm,Meter Reading Issue,High,Closed,Ciarán Murphy,2025-03-30 00:00:00,2025-03-30 19:02:40,19.04,Breached,0.0,0.0,,Wicklow
CASE-00759,WO-00759,ACC-012,Fingal Wind Farm,Turbine Fault,Low,Closed,Declan Ryan,2024-03-19 00:00:00,2024-03-25 07:31:27,151.52,Breached,2.65,0.23,Scheduled Maintenance Done,Meath
CASE-00760,WO-00760,ACC-014,Fingal Wind Farm,Meter Reading Issue,High,Open,Sinéad Byrne,2024-05-20 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00761,WO-00761,ACC-018,Kildare Solar Park,Grid Curtailment Complaint,Medium,Escalated,Declan Ryan,2025-06-26 00:00:00,,,Breached,763.32,64.88,,South
CASE-00762,WO-00762,ACC-011,South Dublin Wind Site,Panel Soiling,Low,In Progress,Aoife Kelly,2025-01-10 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00763,WO-00763,ACC-012,Wicklow Solar Park,Sensor Dropout,Low,Closed,Seán O'Brien,2025-02-11 00:00:00,2025-02-16 03:01:19,123.02,Breached,654.38,55.62,Grid Reconnected,Fingal
CASE-00764,WO-00764,ACC-015,Fingal Wind Farm,Turbine Fault,Medium,Open,Niamh Walsh,2024-11-17 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00765,WO-00765,ACC-009,South Dublin Wind Site,Maintenance Request,Medium,In Progress,Declan Ryan,2024-10-12 00:00:00,,,Breached,385.65,32.78,,Kildare
CASE-00766,WO-00766,ACC-010,South Dublin Wind Site,Inverter Failure,Medium,Closed,Niamh Walsh,2024-09-12 00:00:00,2024-09-13 06:22:39,30.38,Breached,0.0,0.0,Grid Reconnected,South
CASE-00767,WO-00767,ACC-009,Meath Wind Farm,Grid Curtailment Complaint,High,In Progress,Seán O'Brien,2024-04-26 00:00:00,,,Breached,453.8,38.57,,Wicklow
CASE-00768,WO-00768,ACC-008,Fingal Wind Farm,Meter Reading Issue,Medium,In Progress,Ciarán Murphy,2024-01-27 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00769,WO-00769,ACC-004,South Dublin Wind Site,Turbine Fault,Medium,Escalated,Sinéad Byrne,2024-07-09 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00770,WO-00770,ACC-007,Fingal Wind Farm,Sensor Dropout,Medium,Closed,Seán O'Brien,2025-05-26 00:00:00,2025-05-26 17:51:00,17.85,Within SLA,0.0,0.0,Grid Reconnected,Meath
CASE-00771,WO-00771,ACC-011,Wicklow Solar Park,Maintenance Request,Low,In Progress,Ciarán Murphy,2025-06-14 00:00:00,,,Breached,748.03,63.58,,Meath
CASE-00772,WO-00772,ACC-004,South Dublin Wind Site,Safety Inspection,Critical,Closed,Niamh Walsh,2025-01-31 00:00:00,2025-01-31 06:58:50,6.98,Breached,0.0,0.0,Sensor Replaced,Fingal
CASE-00773,WO-00773,ACC-018,South Dublin Wind Site,Grid Curtailment Complaint,Medium,In Progress,Ciarán Murphy,2024-04-30 00:00:00,,,Breached,287.13,24.41,,Meath
CASE-00774,WO-00774,ACC-006,Meath Wind Farm,Panel Soiling,High,Open,Ciarán Murphy,2024-09-25 00:00:00,,,Breached,0.0,0.0,,South
CASE-00775,WO-00775,ACC-007,Kildare Solar Park,Safety Inspection,Low,Escalated,Ciarán Murphy,2024-09-23 00:00:00,,,Breached,545.47,46.36,,Meath
CASE-00776,WO-00776,ACC-007,Wicklow Solar Park,Maintenance Request,Medium,Closed,Niamh Walsh,2025-04-01 00:00:00,2025-04-03 01:38:47,49.65,Breached,0.0,0.0,Panel Cleaned,Wicklow
CASE-00777,WO-00777,ACC-016,Fingal Wind Farm,Sensor Dropout,Low,Open,Ciarán Murphy,2024-08-07 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00778,WO-00778,ACC-009,South Dublin Wind Site,Panel Soiling,High,In Progress,Niamh Walsh,2024-10-19 00:00:00,,,Breached,320.49,27.24,,Kildare
CASE-00779,WO-00779,ACC-019,Wicklow Solar Park,Inverter Failure,Critical,Closed,Seán O'Brien,2025-05-17 00:00:00,2025-05-17 03:43:00,3.72,Within SLA,505.82,42.99,Firmware Updated,Kildare
CASE-00780,WO-00780,ACC-017,Fingal Wind Farm,Turbine Fault,Low,Open,Seán O'Brien,2024-07-23 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00781,WO-00781,ACC-020,Fingal Wind Farm,Grid Curtailment Complaint,Medium,Open,Aoife Kelly,2024-05-05 00:00:00,,,Breached,767.06,65.2,,Fingal
CASE-00782,WO-00782,ACC-010,Wicklow Solar Park,Turbine Fault,Medium,Closed,Sinéad Byrne,2024-05-18 00:00:00,2024-05-18 08:58:28,8.97,Within SLA,72.53,6.17,Panel Cleaned,Meath
CASE-00783,WO-00783,ACC-004,South Dublin Wind Site,Maintenance Request,Medium,Closed,Aoife Kelly,2024-03-16 00:00:00,2024-03-17 14:51:15,38.85,Breached,0.0,0.0,Scheduled Maintenance Done,Meath
CASE-00784,WO-00784,ACC-007,Meath Wind Farm,Inverter Failure,Medium,In Progress,Ciarán Murphy,2025-04-07 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00785,WO-00785,ACC-010,South Dublin Wind Site,Grid Curtailment Complaint,Medium,Escalated,Seán O'Brien,2024-06-25 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00786,WO-00786,ACC-008,South Dublin Wind Site,Meter Reading Issue,Critical,In Progress,Sinéad Byrne,2025-03-31 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00787,WO-00787,ACC-012,South Dublin Wind Site,Panel Soiling,Medium,Closed,Seán O'Brien,2024-03-30 00:00:00,2024-03-31 10:26:05,34.43,Breached,0.0,0.0,Sensor Replaced,Meath
CASE-00788,WO-00788,ACC-006,Kildare Solar Park,Sensor Dropout,High,Closed,Ciarán Murphy,2024-11-23 00:00:00,2024-11-23 06:28:38,6.48,Within SLA,0.0,0.0,Scheduled Maintenance Done,Fingal
CASE-00789,WO-00789,ACC-010,South Dublin Wind Site,Meter Reading Issue,Medium,In Progress,Sinéad Byrne,2024-12-21 00:00:00,,,Breached,0.0,0.0,,South
CASE-00790,WO-00790,ACC-001,Kildare Solar Park,Sensor Dropout,High,Open,Aoife Kelly,2024-03-07 00:00:00,,,Breached,0.0,0.0,,South
CASE-00791,WO-00791,ACC-018,Fingal Wind Farm,Inverter Failure,High,In Progress,Declan Ryan,2024-10-24 00:00:00,,,Breached,427.7,36.35,,Meath
CASE-00792,WO-00792,ACC-005,South Dublin Wind Site,Maintenance Request,Low,Escalated,Aoife Kelly,2024-11-03 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00793,WO-00793,ACC-009,Kildare Solar Park,Turbine Fault,High,Closed,Declan Ryan,2024-06-10 00:00:00,2024-06-10 05:22:58,5.38,Within SLA,768.74,65.34,Meter Recalibrated,Fingal
CASE-00794,WO-00794,ACC-002,Meath Wind Farm,Panel Soiling,Medium,Closed,Seán O'Brien,2024-06-27 00:00:00,2024-06-27 09:06:14,9.1,Within SLA,0.0,0.0,Sensor Replaced,South
CASE-00795,WO-00795,ACC-002,Kildare Solar Park,Sensor Dropout,Medium,Escalated,Niamh Walsh,2025-01-05 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00796,WO-00796,ACC-018,Wicklow Solar Park,Safety Inspection,Medium,Closed,Declan Ryan,2025-06-04 00:00:00,2025-06-04 19:49:57,19.83,Within SLA,64.37,5.47,Firmware Updated,Kildare
CASE-00797,WO-00797,ACC-010,Kildare Solar Park,Maintenance Request,High,Closed,Sinéad Byrne,2024-08-17 00:00:00,2024-08-17 02:24:18,2.41,Within SLA,367.71,31.26,Firmware Updated,Fingal
CASE-00798,WO-00798,ACC-005,Meath Wind Farm,Panel Soiling,Medium,Open,Niamh Walsh,2024-05-04 00:00:00,,,Breached,613.21,52.12,,Kildare
CASE-00799,WO-00799,ACC-016,Fingal Wind Farm,Safety Inspection,Critical,Closed,Niamh Walsh,2024-07-24 00:00:00,2024-07-24 02:35:07,2.59,Within SLA,0.0,0.0,Pending Investigation,Meath
CASE-00800,WO-00800,ACC-004,Fingal Wind Farm,Maintenance Request,Critical,In Progress,Sinéad Byrne,2024-05-22 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00801,WO-00801,ACC-001,South Dublin Wind Site,Inverter Failure,Low,In Progress,Aoife Kelly,2024-08-30 00:00:00,,,Breached,518.23,44.05,,Fingal
CASE-00802,WO-00802,ACC-019,Meath Wind Farm,Panel Soiling,Medium,Closed,Sinéad Byrne,2025-05-20 00:00:00,2025-05-22 11:49:55,59.83,Breached,141.29,12.01,Panel Cleaned,Wicklow
CASE-00803,WO-00803,ACC-010,Kildare Solar Park,Panel Soiling,High,Closed,Seán O'Brien,2024-01-27 00:00:00,2024-01-27 16:07:20,16.12,Breached,0.0,0.0,Sensor Replaced,Wicklow
CASE-00804,WO-00804,ACC-016,Meath Wind Farm,Panel Soiling,Low,In Progress,Seán O'Brien,2025-01-04 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00805,WO-00805,ACC-016,Meath Wind Farm,Turbine Fault,Medium,Escalated,Declan Ryan,2025-01-12 00:00:00,,,Breached,31.46,2.67,,Fingal
CASE-00806,WO-00806,ACC-015,Kildare Solar Park,Grid Curtailment Complaint,Critical,Closed,Sinéad Byrne,2025-04-23 00:00:00,2025-04-23 04:18:27,4.31,Breached,307.33,26.12,Panel Cleaned,Kildare
CASE-00807,WO-00807,ACC-011,South Dublin Wind Site,Meter Reading Issue,Low,Open,Niamh Walsh,2024-05-12 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00808,WO-00808,ACC-006,Kildare Solar Park,Turbine Fault,High,Open,Niamh Walsh,2024-03-29 00:00:00,,,Breached,152.8,12.99,,Wicklow
CASE-00809,WO-00809,ACC-002,Meath Wind Farm,Grid Curtailment Complaint,Medium,Open,Sinéad Byrne,2024-03-08 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00810,WO-00810,ACC-009,Wicklow Solar Park,Maintenance Request,High,Closed,Seán O'Brien,2024-11-12 00:00:00,2024-11-12 09:21:16,9.35,Breached,0.0,0.0,Meter Recalibrated,Kildare
CASE-00811,WO-00811,ACC-016,South Dublin Wind Site,Maintenance Request,Medium,Closed,Ciarán Murphy,2025-02-11 00:00:00,2025-02-12 14:08:42,38.15,Breached,0.0,0.0,Panel Cleaned,Wicklow
CASE-00812,WO-00812,ACC-004,South Dublin Wind Site,Sensor Dropout,High,Open,Ciarán Murphy,2025-05-05 00:00:00,,,Breached,0.0,0.0,,South
CASE-00813,WO-00813,ACC-003,South Dublin Wind Site,Inverter Failure,Low,Closed,Niamh Walsh,2025-06-22 00:00:00,2025-06-26 07:36:37,103.61,Breached,0.0,0.0,Firmware Updated,Kildare
CASE-00814,WO-00814,ACC-013,Kildare Solar Park,Inverter Failure,High,Open,Ciarán Murphy,2025-02-24 00:00:00,,,Breached,556.71,47.32,,Kildare
CASE-00815,WO-00815,ACC-016,Wicklow Solar Park,Safety Inspection,Medium,Closed,Ciarán Murphy,2025-02-23 00:00:00,2025-02-24 22:06:34,46.11,Breached,0.0,0.0,Grid Reconnected,South
CASE-00816,WO-00816,ACC-003,South Dublin Wind Site,Maintenance Request,High,In Progress,Seán O'Brien,2024-03-16 00:00:00,,,Breached,717.17,60.96,,Fingal
CASE-00817,WO-00817,ACC-019,Fingal Wind Farm,Panel Soiling,Medium,Escalated,Declan Ryan,2024-05-08 00:00:00,,,Breached,504.49,42.88,,Meath
CASE-00818,WO-00818,ACC-002,South Dublin Wind Site,Meter Reading Issue,Low,Closed,Ciarán Murphy,2024-11-20 00:00:00,2024-11-21 08:28:08,32.47,Within SLA,0.0,0.0,Firmware Updated,Wicklow
CASE-00819,WO-00819,ACC-005,Wicklow Solar Park,Meter Reading Issue,High,Closed,Declan Ryan,2024-03-16 00:00:00,2024-03-16 03:59:12,3.99,Within SLA,0.0,0.0,Sensor Replaced,Fingal
CASE-00820,WO-00820,ACC-005,South Dublin Wind Site,Safety Inspection,Medium,Open,Sinéad Byrne,2025-04-05 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00821,WO-00821,ACC-019,Wicklow Solar Park,Grid Curtailment Complaint,High,In Progress,Declan Ryan,2025-04-22 00:00:00,,,Breached,287.41,24.43,,Wicklow
CASE-00822,WO-00822,ACC-010,South Dublin Wind Site,Panel Soiling,Medium,Closed,Aoife Kelly,2025-06-13 00:00:00,2025-06-13 22:13:16,22.22,Within SLA,0.0,0.0,Scheduled Maintenance Done,Fingal
CASE-00823,WO-00823,ACC-003,Wicklow Solar Park,Grid Curtailment Complaint,High,Closed,Niamh Walsh,2024-12-18 00:00:00,2024-12-18 17:00:13,17.0,Breached,67.89,5.77,Panel Cleaned,Fingal
CASE-00824,WO-00824,ACC-008,Wicklow Solar Park,Safety Inspection,Medium,Closed,Declan Ryan,2024-05-11 00:00:00,2024-05-13 07:30:44,55.51,Breached,0.0,0.0,Panel Cleaned,Kildare
CASE-00825,WO-00825,ACC-004,Kildare Solar Park,Grid Curtailment Complaint,Medium,Closed,Aoife Kelly,2024-07-05 00:00:00,2024-07-06 01:34:45,25.58,Breached,0.0,0.0,Pending Investigation,Meath
CASE-00826,WO-00826,ACC-018,Meath Wind Farm,Sensor Dropout,Critical,Escalated,Sinéad Byrne,2024-05-12 00:00:00,,,Breached,0.0,0.0,,South
CASE-00827,WO-00827,ACC-014,Kildare Solar Park,Inverter Failure,Medium,Closed,Declan Ryan,2025-03-19 00:00:00,2025-03-21 10:03:41,58.06,Breached,506.23,43.03,Panel Cleaned,Meath
CASE-00828,WO-00828,ACC-020,South Dublin Wind Site,Sensor Dropout,High,Closed,Niamh Walsh,2025-05-29 00:00:00,2025-05-29 07:15:59,7.27,Within SLA,588.26,50.0,,Fingal
CASE-00829,WO-00829,ACC-020,Kildare Solar Park,Maintenance Request,High,Open,Aoife Kelly,2024-02-26 00:00:00,,,Breached,111.95,9.52,,Fingal
CASE-00830,WO-00830,ACC-020,South Dublin Wind Site,Turbine Fault,Medium,Escalated,Seán O'Brien,2024-05-07 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00831,WO-00831,ACC-008,Fingal Wind Farm,Inverter Failure,Critical,Escalated,Sinéad Byrne,2025-06-14 00:00:00,,,Breached,0.0,0.0,,South
CASE-00832,WO-00832,ACC-017,South Dublin Wind Site,Turbine Fault,Medium,Open,Sinéad Byrne,2024-06-05 00:00:00,,,Breached,0.0,0.0,,South
CASE-00833,WO-00833,ACC-013,South Dublin Wind Site,Inverter Failure,Low,Closed,Declan Ryan,2024-11-07 00:00:00,2024-11-11 21:38:52,117.65,Breached,0.0,0.0,Inverter Repaired,South
CASE-00834,WO-00834,ACC-015,Kildare Solar Park,Inverter Failure,Low,Closed,Aoife Kelly,2024-06-17 00:00:00,2024-06-19 04:24:46,52.41,Within SLA,0.0,0.0,Pending Investigation,Meath
CASE-00835,WO-00835,ACC-015,South Dublin Wind Site,Grid Curtailment Complaint,Medium,Escalated,Sinéad Byrne,2024-06-14 00:00:00,,,Breached,0.0,0.0,,South
CASE-00836,WO-00836,ACC-010,Kildare Solar Park,Inverter Failure,High,Escalated,Sinéad Byrne,2024-11-26 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00837,WO-00837,ACC-019,South Dublin Wind Site,Meter Reading Issue,Critical,Closed,Seán O'Brien,2024-08-18 00:00:00,2024-08-18 09:22:53,9.38,Breached,0.0,0.0,Scheduled Maintenance Done,South
CASE-00838,WO-00838,ACC-014,Kildare Solar Park,Safety Inspection,Medium,Open,Aoife Kelly,2024-12-20 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00839,WO-00839,ACC-010,Fingal Wind Farm,Panel Soiling,Medium,Closed,Ciarán Murphy,2025-06-15 00:00:00,2025-06-16 13:33:18,37.56,Breached,154.47,13.13,Meter Recalibrated,Meath
CASE-00840,WO-00840,ACC-019,South Dublin Wind Site,Meter Reading Issue,High,Closed,Ciarán Murphy,2024-10-17 00:00:00,2024-10-17 06:59:43,7.0,Within SLA,0.0,0.0,Pending Investigation,Wicklow
CASE-00841,WO-00841,ACC-020,Kildare Solar Park,Inverter Failure,High,Open,Declan Ryan,2024-03-21 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00842,WO-00842,ACC-002,Kildare Solar Park,Inverter Failure,Low,In Progress,Sinéad Byrne,2024-09-13 00:00:00,,,Breached,0.0,0.0,,South
CASE-00843,WO-00843,ACC-020,South Dublin Wind Site,Safety Inspection,High,Closed,Ciarán Murphy,2024-07-20 00:00:00,2024-07-20 09:33:56,9.57,Breached,0.0,0.0,Sensor Replaced,Wicklow
CASE-00844,WO-00844,ACC-004,South Dublin Wind Site,Panel Soiling,Low,Closed,Ciarán Murphy,2024-10-08 00:00:00,2024-10-09 14:27:50,38.46,Within SLA,0.0,0.0,Inverter Repaired,Fingal
CASE-00845,WO-00845,ACC-007,Wicklow Solar Park,Turbine Fault,Low,Escalated,Declan Ryan,2024-05-08 00:00:00,,,Breached,0.0,0.0,,Wicklow
